id,email,ip_address,currency,stock_name,price
305,tglanz8g@furl.net,142.44.138.6,Rupiah,IDEX Corporation,92.34
306,ghakking8h@harvard.edu,143.54.186.13,Dollar,"Summit Hotel Properties",2.26
307,awilshin8i@discuz.net,160.89.178.81,Peso,"Information Services Group",53.25
308,ddowrey8j@samsung.com,237.20.187.137,Dollar,"Houlihan Lokey",55.54
309,bkleiser8k@wikispaces.com,163.92.22.148,Euro,Progenics Pharmaceuticals Inc.,27.14
310,gosbidston8l@aol.com,49.151.91.172,Rupiah,Hovnanian Enterprises Inc,99.84
311,rseers8m@chronoengine.com,151.195.77.122,Ruble,American Woodmark Corporation,45.06
312,nedworthye8n@yale.edu,2.135.30.112,Rupiah,"CSS Industries",88.12
313,ckurth8o@illinois.edu,201.32.201.13,Real,"Whole Foods Market",0.30
314,dlister8p@homestead.com,55.223.191.158,Shilling,"SPS Commerce",29.63
315,ecurds8q@reverbnation.com,17.12.105.220,Naira,"Alder BioPharmaceuticals",43.03
316,losband8r@vkontakte.ru,166.239.126.39,Pula,"Black Knight Financial Services",31.74
317,kglavin8s@alexa.com,101.44.107.13,Ruble,"MSC Industrial Direct Company",74.67
318,mfullwood8t@newyorker.com,65.113.181.196,Yuan Renminbi,"Biostage",86.33
319,oboolsen8u@diigo.com,245.37.5.145,Yuan Renminbi,Monster Beverage Corporation,46.73
320,rdugue8v@indiegogo.com,39.56.252.154,Peso,Royal Bank Scotland plc (The),30.69
321,jphilipeau8w@youtube.com,74.233.5.52,Sol,FlexShares STOXX Global ESG Impact Index Fund,63.07
322,tjorissen8x@google.it,99.218.238.112,Hryvnia,KraneShares CSI China Internet ETF,37.12
323,jgumbley8y@google.com.au,213.191.135.92,Euro,"Supernus Pharmaceuticals",62.74
324,bcrangle8z@eepurl.com,144.193.8.203,Leone,Nuveen California Quality Municipal Income Fund,10.62
325,asinden90@cpanel.net,147.204.190.151,Yuan Renminbi,J & J Snack Foods Corp.,3.13
326,rrudwell91@sitemeter.com,200.244.206.201,Zloty,Orix Corp Ads,23.14
327,mwhitmarsh92@naver.com,95.152.80.247,Rupiah,"Manning & Napier",41.42
328,vmellsop93@mayoclinic.com,245.52.22.16,Pound,"Infinity Pharmaceuticals",95.33
329,djoist94@cbc.ca,247.218.1.24,Dinar,"Expedia",49.54
330,pfrazer95@theglobeandmail.com,141.138.117.166,Lempira,GGP Inc.,12.46
331,rhawkswood96@t.co,95.185.138.67,Krona,CarMax Inc,33.88
332,qoconor97@scientificamerican.com,9.174.37.202,Dollar,Sanofi,20.19
333,vmcalinden98@shop-pro.jp,200.16.111.140,Rial,"Golub Capital BDC",3.09
334,melt99@networkadvertising.org,195.12.49.210,Rand,"AmTrust Financial Services",44.57
335,slegall9a@admin.ch,247.61.196.74,Yuan Renminbi,"Ameresco",0.34
336,gthornewill9b@skyrock.com,171.232.86.17,Kuna,New Home Company Inc. (The),14.05
337,mbethell9c@photobucket.com,183.164.97.72,Dollar,Old Point Financial Corporation,39.68
338,dwaplington9d@vistaprint.com,245.174.99.110,Yuan Renminbi,"JAKKS Pacific",58.43
339,lbellward9e@addthis.com,183.248.184.82,Euro,American Homes 4 Rent,13.08
340,agreve9f@feedburner.com,243.182.168.9,Real,"Soligenix",4.70
341,pfildes9g@homestead.com,47.144.82.106,Krona,Calamos Global Dynamic Income Fund,35.34
342,nropartz9h@mac.com,64.186.49.167,Yuan Renminbi,Snap Inc.,64.53
343,bdellenbroker9i@vk.com,155.169.147.9,Yuan Renminbi,Kitov Pharmaceuticals Holdings Ltd.,96.72
344,tmceneny9j@wisc.edu,174.183.71.115,Tugrik,BlackRock Municipal Target Term Trust Inc. (The),78.76
345,kwinter9k@furl.net,103.16.178.28,Peso,VictoryShares US 500 Volatility Wtd ETF,48.18
346,rtoleman9l@senate.gov,113.117.251.198,Dollar,"Compania Cervecerias Unidas S.A.",19.81
347,jmuris9m@blogs.com,20.117.148.253,Ringgit,Navigator Holdings Ltd.,2.09
348,aegdal9n@amazon.de,101.43.72.13,Yuan Renminbi,"Strata Skin Sciences",53.50
349,mcrosseland9o@washingtonpost.com,81.57.245.144,Euro,Kamada Ltd.,50.85
350,amcgannon9p@ucoz.ru,131.81.103.222,Rupiah,"Revance Therapeutics",41.88
351,kfotitt9q@nymag.com,187.115.213.44,Guarani,Credit Suisse Group,9.33
352,jbaysting9r@goo.ne.jp,129.63.130.53,Euro,"PDC Energy",53.07
353,pbonfield9s@usgs.gov,66.215.89.252,Yuan Renminbi,Iron Mountain Incorporated,76.24
354,rrostern9t@printfriendly.com,244.134.99.63,Yuan Renminbi,"Aerohive Networks",47.85
355,ccouroy9u@youku.com,97.29.123.186,Hryvnia,Discover Financial Services,16.10
356,idonnel9v@ehow.com,89.77.173.177,Koruna,"Airgain",42.27
357,jwalas9w@gravatar.com,88.189.173.161,Ruble,Alleghany Corporation,73.92
358,tphippin9x@mit.edu,202.44.98.75,Sol,Capital City Bank Group,32.16
359,bbaxster9y@tmall.com,171.153.219.1,Euro,Baxter International Inc.,25.27
360,lkleeman9z@shinystat.com,143.251.50.109,Shilling,"Delta Air Lines",62.52
361,ltappa0@wunderground.com,179.178.44.122,Ruble,Macro Bank Inc.,45.11
362,htrevena1@cbsnews.com,77.107.61.102,Rupiah,CBS Corporation,10.18
363,cbennisa2@youku.com,28.188.238.21,Sol,Aircastle Limited,95.77
364,qborlanda3@51.la,162.84.147.96,Peso,AmerisourceBergen Corporation (Holding Co),9.18
365,tnapolia4@ed.gov,180.98.175.151,Yuan Renminbi,"NETGEAR",55.77
366,egregorya5@instagram.com,218.85.119.159,Ringgit,Ivy NextShares,0.96
367,lshercliffa6@naver.com,115.242.243.196,Peso,OMNOVA Solutions Inc.,51.54
368,mgawthropa7@nps.gov,160.180.246.174,Ruble,Sphere 3D Corp.,83.27
369,egreenhilla8@marriott.com,15.81.146.212,Dollar,Conatus Pharmaceuticals Inc.,24.04
370,ggirogettia9@hud.gov,99.16.187.13,Rupiah,Global X MSCI SuperDividend EAFE ETF,93.22
371,msimakovaa@myspace.com,84.222.39.125,Peso,Origo Acquisition Corporation,71.91
372,asauntonab@timesonline.co.uk,221.121.65.211,Euro,"Diamond Offshore Drilling",47.40
373,jsyphasac@loc.gov,218.5.119.109,Rupee,"CEVA",14.73
374,gfarringtonad@so-net.ne.jp,158.5.244.16,Rupiah,Microsoft Corporation,97.79
375,bmaccreeae@weather.com,223.143.54.131,Peso,"ALJ Regional Holdings",29.45
376,mjewellaf@123-reg.co.uk,200.73.38.154,Yuan Renminbi,"Bassett Furniture Industries Incorporated",11.96
377,mlestorag@nhs.uk,154.177.122.30,Yuan Renminbi,"Weyco Group",48.65
378,alistonah@indiegogo.com,248.95.232.162,Rupiah,"Cavco Industries",22.38
379,dscardefieldai@amazon.de,188.155.66.136,Euro,Moody's Corporation,30.93
380,llindsleyaj@scribd.com,137.197.10.57,Dollar,Orthofix International N.V.,77.03
381,atrimmillak@ycombinator.com,235.13.108.220,Hryvnia,"Natuzzi S.p.A.",6.27
382,dablottal@theatlantic.com,23.37.108.89,Ruble,WD-40 Company,10.49
383,kwhittenam@scientificamerican.com,144.155.1.238,Yuan Renminbi,Coupa Software Incorporated,10.28
384,aargoan@pbs.org,211.243.238.205,Yuan Renminbi,"SAExploration Holdings",4.44
385,jelceao@princeton.edu,37.64.200.17,Peso,CarMax Inc,39.76
386,blonghurstap@nifty.com,0.35.101.216,Ringgit,Zosano Pharma Corporation,73.56
387,jhurstaq@webmd.com,96.102.191.47,Yuan Renminbi,The GDL Fund,2.65
388,fjorioar@pbs.org,221.111.39.98,Real,DoubleLine Opportunistic Credit Fund,4.76
389,ndiggonsas@yolasite.com,53.11.31.133,Euro,Nuveen All Cap Energy MLP Opportunities Fund,75.42
390,bcasoneat@marriott.com,216.138.155.86,Euro,"Wayside Technology Group",25.77
391,wsywellau@wunderground.com,125.57.161.35,Yuan Renminbi,"Mexico Equity and Income Fund (The)",1.80
392,dflecknoeav@sitemeter.com,81.152.132.76,Rupiah,"NETGEAR",64.13
393,ewalderaaw@homestead.com,108.212.190.147,Euro,Kayne Anderson MLP Investment Company,0.43
394,fleadbitterax@behance.net,61.228.56.154,Ruble,ConocoPhillips,65.11
395,wgimletay@altervista.org,220.167.221.59,Yuan Renminbi,SeaSpine Holdings Corporation,54.20
396,aaugaraz@furl.net,4.81.232.71,Lek,TiVo Corporation,71.56
397,lwelchmanb0@nasa.gov,216.57.129.105,Peso,"Biolase",16.69
398,bdoyb1@typepad.com,35.163.9.48,Euro,"BeyondSpring",36.72
399,snelseyb2@globo.com,74.98.38.39,Dollar,"Martin Marietta Materials",64.86
400,jellerbyb3@europa.eu,167.184.155.173,Dinar,"Hanwha Q CELLS Co. ",79.17
401,vgoodswenb4@wufoo.com,188.8.228.61,Real,Shinhan Financial Group Co Ltd,54.33
402,gkerwinb5@amazon.co.uk,147.169.146.25,Yen,"Seattle Genetics",17.79
403,ajerramsb6@sohu.com,72.209.219.73,Dollar,"Versartis",7.74
404,eblodgettb7@freewebs.com,139.158.121.8,Yuan Renminbi,"Waddell & Reed Financial",85.90
405,pandrezb8@webmd.com,50.93.14.2,Euro,"Trinity Industries",62.98
406,lalvaresb9@oracle.com,109.145.7.74,Yuan Renminbi,Renesola Ltd.,91.52
407,rkeetonba@dot.gov,83.129.100.73,Krone,"SilverBow Resorces",55.79
408,slogesdalebb@fda.gov,150.151.155.227,Yuan Renminbi,"PIMCO Strategic Income Fund",97.96
409,imullanybc@goodreads.com,29.130.36.149,Dong,Nuveen Intermediate Duration Municipal Term Fund,17.32
410,jleasonbd@acquirethisname.com,175.0.142.27,Yuan Renminbi,Select Income REIT,98.41
411,adibdinbe@ameblo.jp,19.241.227.224,Yen,"Citrix Systems",77.96
412,fbonhommebf@people.com.cn,227.100.234.54,Rupiah,"Mitek Systems",32.81
413,mchanningbg@mayoclinic.com,235.192.74.108,Ruble,"Banco Santander S.A.",63.64
414,jjosiahbh@bloomberg.com,244.30.233.158,Ruble,Sprint Corporation,39.99
415,mbirtlesbi@zimbio.com,222.141.42.208,Yuan Renminbi,Kimbell Royalty Partners,16.33
416,sherculesonbj@biblegateway.com,40.10.84.16,Yen,LMP Capital and Income Fund Inc.,88.79
417,sorrinbk@bbc.co.uk,249.44.145.50,Rupiah,Verizon Communications Inc.,59.14
418,yronchettibl@nydailynews.com,70.67.234.88,Yuan Renminbi,Cowen Inc.,81.14
419,vjanikowskibm@naver.com,46.24.140.169,Yuan Renminbi,"United Bankshares",82.41
420,mpetkenbn@yandex.ru,177.181.63.96,Dollar,PowerShares DWA Emerging Markets Momentum Portfolio,25.45
421,istobiebo@ebay.co.uk,250.52.161.72,Krona,"Pro-Dex",83.26
422,tbaggaleybp@example.com,98.217.38.133,Shilling,"Codexis",3.57
423,bdaymentbq@cpanel.net,59.51.103.218,Peso,Aramark,67.28
424,aalessandonebr@live.com,139.186.191.97,Yuan Renminbi,"John Wiley & Sons",0.58
425,zcouthbs@nifty.com,80.173.84.125,Real,Apartment Investment and Management Company,74.64
426,rlamortbt@example.com,143.111.46.26,Rupiah,"Townsquare Media",15.57
427,cblindtbu@princeton.edu,74.221.120.124,Peso,"Shoe Carnival",53.97
428,ebertbv@example.com,151.223.183.236,Dinar,"Boise Cascade L.L.C.",21.25
429,cstopsbw@fotki.com,91.238.254.93,Dollar,Citizens & Northern Corp,61.60
430,ucookesbx@auda.org.au,34.118.251.5,Yuan Renminbi,FlexShares Real Assets Allocation Index Fund,91.33
431,roddby@elpais.com,179.196.121.15,Forint,Hudbay Minerals Inc.,65.88
432,rpeagrimbz@dell.com,95.34.83.75,Rupiah,Alpine Global Dynamic Dividend Fund,69.21
433,cbasilic0@indiatimes.com,255.79.1.126,Rand,Differential Brands Group Inc.,63.67
434,mchivertonc1@java.com,165.244.25.141,Euro,"Blackrock MuniHoldings Quality Fund",55.69
435,jpaolozzic2@diigo.com,37.43.114.80,Yuan Renminbi,ProShares UltraPro QQQ,89.40
436,dprevettc3@berkeley.edu,178.98.148.137,Zloty,Nuveen Select Tax Free Income Portfolio,90.69
437,jkinghornec4@nationalgeographic.com,99.142.81.79,Peso,Axalta Coating Systems Ltd.,94.46
438,scurnowc5@ibm.com,29.61.245.48,Rupiah,Vornado Realty Trust,31.40
439,ebettingtonc6@themeforest.net,110.147.63.158,Guarani,"Hawaiian Electric Industries",58.25
440,bbehnc7@reuters.com,79.51.235.88,Euro,Chemung Financial Corp,20.92
441,iovillc8@qq.com,186.49.8.111,Zloty,Genie Energy Ltd.,1.04
442,rduckc9@wp.com,93.153.67.233,Zloty,"M I Acquisitions",46.35
443,dmertschingca@marketwatch.com,165.83.226.34,Peso,Cray Inc,37.12
444,kherreroscb@plala.or.jp,37.200.189.230,Krone,AdvisorShares Market Adaptive Unconstrained Income ETF,71.53
445,lleachcc@networkadvertising.org,58.84.168.139,Tenge,Liberty Broadband Corporation,70.13
446,tattwatercd@google.com.au,22.217.61.47,Krone,"Tenax Therapeutics",43.15
447,tputtance@theguardian.com,200.221.33.233,Yen,Kroger Company (The),22.37
448,gclawecf@whitehouse.gov,4.40.83.30,Zloty,Blackrock MuniYield Investment Fund,95.18
449,mfeifercg@loc.gov,96.239.33.89,Ruble,Nordic American Tankers Limited,77.81
450,bnorthcliffech@pen.io,250.214.179.115,Euro,West Corporation,3.90
451,mastlesci@utexas.edu,87.11.32.159,Krona,Putnam High Income Bond Fund,12.30
452,kgutchercj@themeforest.net,199.250.157.61,Peso,Kemet Corporation,36.72
453,mpassck@prweb.com,160.181.114.106,Zloty,iShares S&P India Nifty 50 Index Fund,59.11
454,thoytcl@mapquest.com,72.40.123.31,Dollar,MB Financial Inc.,81.04
455,didellcm@yellowpages.com,211.18.14.142,Shilling,First Internet Bancorp,64.62
456,rmayhewcn@slate.com,241.86.83.173,Rupiah,SLM Corporation,72.37
457,bblabberco@over-blog.com,251.132.228.194,Peso,"CommerceHub",24.62
458,ncordescp@de.vu,179.145.215.121,Yuan Renminbi,Ashford Hospitality Trust Inc,56.07
459,rrheamcq@microsoft.com,245.205.203.39,Euro,LSI Industries Inc.,70.64
460,lbossecr@vk.com,157.82.141.229,Peso,Iridium Communications Inc,39.12
461,esteinorcs@hatena.ne.jp,228.76.197.156,Yuan Renminbi,"Industrial Services of America",38.66
462,pidellct@imdb.com,208.196.186.133,Peso,"Hartford Financial Services Group (The)",77.89
463,gellacottcu@moonfruit.com,99.102.124.98,Lek,Liberty Global plc,21.29
464,alevinecv@free.fr,239.188.56.144,Yuan Renminbi,"United Parcel Service",55.32
465,ajopkecw@photobucket.com,225.183.130.215,Baht,Rosehill Resources Inc.,88.93
466,bsoulsbycx@ucla.edu,57.14.208.131,Lev,"First Industrial Realty Trust",25.37
467,pletchfordcy@china.com.cn,26.101.140.166,Euro,Petroquest Energy Inc,22.90
468,gfollowscz@dailymotion.com,240.64.109.209,Euro,DCP Midstream LP,36.88
469,fshortind0@ycombinator.com,11.246.62.7,Gourde,Steelcase Inc.,89.50
470,aboylundd1@addthis.com,248.197.209.179,Yuan Renminbi,"Skyworks Solutions",10.32
471,asouttard2@zdnet.com,116.23.40.56,Rupiah,"Cardiovascular Systems",45.85
472,mgayterd3@studiopress.com,105.18.30.162,Rupiah,"Jason Industries",17.97
473,pstukingsd4@vistaprint.com,124.187.126.204,Dinar,"NextEra Energy",56.78
474,imaydwelld5@google.it,247.155.142.62,Dollar,"Civista Bancshares ",84.05
475,bticksalld6@mozilla.org,202.235.189.190,Quetzal,Calamos Strategic Total Return Fund,68.55
476,dgiottinid7@army.mil,134.68.199.11,Tenge,Ameris Bancorp,85.89
477,cmckeond8@google.nl,228.166.143.220,Euro,"Diplomat Pharmacy",75.01
478,dpressnelld9@deliciousdays.com,206.124.175.129,Yuan Renminbi,"Papa John's International",39.01
479,mcapponerda@europa.eu,225.99.169.139,Hryvnia,Netshoes (Cayman) Limited,41.75
480,atomsondb@t.co,52.10.122.132,Zloty,Vascular Biogenics Ltd.,63.48
481,nocrigandc@twitpic.com,42.239.22.56,Dirham,Pebblebrook Hotel Trust,63.87
482,lcastlakedd@census.gov,151.11.74.211,Euro,"Applied Optoelectronics",66.33
483,bmaruszewskide@utexas.edu,48.145.135.232,Peso,"Laredo Petroleum",64.80
484,dkleinschmidtdf@forbes.com,42.140.156.229,Peso,Resource Capital Corp.,36.65
485,kmurrumdg@chicagotribune.com,76.127.118.144,Zloty,Ramco-Gershenson Properties Trust,18.39
486,qtesdaledh@tiny.cc,27.206.177.59,Euro,TOR Minerals International Inc,41.83
487,kwhitingtondi@mysql.com,226.169.114.166,Peso,Quinpario Acquisition Corp. 2,73.37
488,ffontelldj@epa.gov,195.51.65.211,Krone,Zebra Technologies Corporation,40.86
489,wfranksdk@noaa.gov,18.102.135.176,Shilling,Essendant Inc.,50.01
490,mdmitrovicdl@vk.com,177.219.179.115,Ruble,PartnerRe Ltd.,39.79
491,bjanouchdm@tamu.edu,150.143.106.0,Yuan Renminbi,Comerica Incorporated,41.20
492,dchristalldn@redcross.org,51.139.125.87,Dollar,"ONEOK",80.62
493,vswynedo@archive.org,130.26.53.165,Krona,"SandRidge Energy",62.41
494,myardleydp@npr.org,218.37.18.120,Ruble,Anworth Mortgage Asset  Corporation,71.66
495,rbailesdq@4shared.com,46.46.83.179,Manat,Griffon Corporation,92.85
496,clewzeydr@g.co,199.141.125.91,Rupiah,"HarborOne Bancorp",1.13
497,jwinmillds@clickbank.net,228.203.203.85,Yuan Renminbi,"FRP Holdings",23.27
498,agunnelldt@unicef.org,189.234.99.20,Euro,Genpact Limited,92.33
499,bmethringhamdu@uiuc.edu,120.182.154.124,Rupiah,BRT Apartments Corp.,18.40
500,ghorbathdv@webmd.com,28.82.221.115,Yen,"SmartFinancial",3.85
501,yungerechtdw@google.cn,72.151.47.168,Peso,Lannett Co Inc,95.22
502,ukeesmandx@oakley.com,213.196.243.191,Euro,"First Connecticut Bancorp",50.25
503,msinnettdy@yellowpages.com,42.184.39.11,Peso,D/B/A Chubb Limited New,5.58
504,lbrownleadz@europa.eu,255.70.157.238,Lempira,"Urban One ",36.71
505,rpinnelle0@about.com,154.207.205.212,Rupiah,"Dollar Tree",18.47
506,vcudbirde1@ucla.edu,199.101.156.120,Yen,"Owens & Minor",54.54
507,frufflese2@usgs.gov,67.243.70.77,Ruble,Vistra Energy Corp.,10.68
508,hiapicoe3@ustream.tv,167.159.148.164,Peso,"Werner Enterprises",60.11
509,pmiddlee4@alexa.com,20.169.12.210,Yuan Renminbi,AudioCodes Ltd.,65.41
510,dredierse5@exblog.jp,22.85.173.38,Peso,ChipMOS TECHNOLOGIES INC.,86.68
511,gdurdane6@zimbio.com,31.62.55.125,Yuan Renminbi,Zynga Inc.,5.78
512,bjakovijevice7@opera.com,37.82.241.154,Dram,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,54.87
513,cspellesye8@soundcloud.com,51.32.255.187,Euro,Cowen Inc.,8.99
514,ckupkee9@dot.gov,19.185.40.128,Euro,Intuit Inc.,91.25
515,koloneea@dropbox.com,22.151.76.120,Rupiah,"Aberdeen Greater China Fund",14.77
516,ctonryeb@google.co.uk,153.219.219.242,Peso,Vanguard International Dividend Appreciation ETF,62.14
517,emccarrickec@jugem.jp,152.255.48.247,Yuan Renminbi,"Legg Mason",48.53
518,mfilipoved@chron.com,123.11.31.161,Hryvnia,Nuveen Select Tax Free Income Portfolio III,43.39
519,cgrettonee@ning.com,213.78.249.219,Euro,"Forward Industries",82.23
520,silyasef@yandex.ru,190.76.254.128,Rand,McDonald's Corporation,61.63
521,cmerryeg@amazonaws.com,127.168.150.65,Peso,"Calavo Growers",55.53
522,gpoleseh@indiatimes.com,50.92.179.44,Cedi,"P & F Industries",15.33
523,mmeersei@mtv.com,23.72.214.104,Zloty,"Summit Hotel Properties",40.83
524,ldepkaej@toplist.cz,227.151.135.216,Dollar,FirstService Corporation,42.08
525,samblerek@dion.ne.jp,135.151.184.121,Krone,PowerShares DWA Tactical Multi-Asset Income Portfolio,38.30
526,ssansburyel@myspace.com,206.202.175.208,Yuan Renminbi,Proshares UltraPro Nasdaq Biotechnology,14.57
527,mwarkem@foxnews.com,11.16.66.177,Rand,Ashford Hospitality Trust Inc,31.34
528,kgracewooden@chronoengine.com,102.151.212.178,Yuan Renminbi,"Royce Value Trust",67.55
529,bkinnocheo@skyrock.com,233.60.131.86,Dollar,Cellect Biotechnology Ltd.,72.80
530,gwhettonep@hexun.com,212.101.59.198,Yuan Renminbi,Mackinac Financial Corporation,33.31
531,pmemmoryeq@time.com,81.44.7.247,Yuan Renminbi,"Home Federal Bancorp of Louisiana",37.38
532,emcavaddyer@xrea.com,250.184.179.116,Rupiah,Medley Capital Corporation,48.10
533,gbrettelles@dailymail.co.uk,168.46.142.26,Yuan Renminbi,"Lantheus Holdings",16.89
534,jodgerset@nyu.edu,214.136.130.34,Rupiah,"Alnylam Pharmaceuticals",64.72
535,abacopeu@typepad.com,246.93.2.238,Yuan Renminbi,Nordic American Tankers Limited,24.31
536,lpfefferev@nifty.com,200.196.45.120,Ruble,Banco Bradesco Sa,52.90
537,ktebbittew@amazonaws.com,107.216.245.152,Yuan Renminbi,"Maximus",69.66
538,goppyex@google.ca,110.77.242.14,Cedi,LendingClub Corporation,0.85
539,sknevitey@accuweather.com,132.64.83.124,Peso,"Myriad Genetics",95.87
540,rvardieez@bravesites.com,88.163.125.220,Rial,Validea Market Legends ETF,51.89
541,rcathcartf0@salon.com,95.195.98.33,Ruble,Dynegy Inc.,17.18
542,cpyserf1@tinyurl.com,241.136.251.172,Yuan Renminbi,"Lawson Products",11.05
543,wpinwellf2@foxnews.com,105.111.210.99,Euro,"Perma-Fix Environmental Services",50.50
544,fthiesef3@eepurl.com,214.3.141.189,Rupiah,"e.l.f. Beauty",87.32
545,nviolletf4@mysql.com,107.186.131.51,Yuan Renminbi,Quorum Health Corporation,93.97
546,lpleasef5@last.fm,216.165.157.24,Franc,Stratus Properties Inc.,83.61
547,dmaffeif6@etsy.com,242.115.190.199,Krona,First Trust NASDAQ Smartphone Index Fund,66.97
548,wvanyakinf7@fotki.com,40.28.94.134,Yuan Renminbi,"A V Homes",71.12
549,kcoulstonf8@ezinearticles.com,127.204.222.88,Rupiah,"Gyrodyne  LLC",87.06
550,svaneedenf9@de.vu,254.201.35.251,Yuan Renminbi,"Acacia Communications",91.55
551,fgreenhowefa@newsvine.com,71.219.150.194,Yuan Renminbi,"Nature's Sunshine Products",54.35
552,mmccritchiefb@bing.com,99.4.189.103,Dong,Covisint Corporation,12.05
553,meggerfc@mozilla.org,29.205.94.13,Peso,Central Valley Community Bancorp,86.07
554,cbranneyfd@unesco.org,83.235.91.199,Peso,"Southern First Bancshares",89.48
555,gbauldfe@ft.com,251.157.252.217,Rupiah,Dataram Corporation,91.75
556,hjollandsff@php.net,69.194.240.213,Yuan Renminbi,"Torchlight Energy Resources",92.28
557,pcockettfg@unesco.org,114.70.2.41,Rupiah,"Supernus Pharmaceuticals",41.34
558,nlehrfh@yellowbook.com,146.216.112.213,Shilling,Toyota Motor Corp Ltd Ord,85.82
559,aamericifi@si.edu,49.197.116.147,Somoni,"51job",67.58
560,vcongramfj@microsoft.com,176.250.189.79,Rupiah,"PIMCO Strategic Income Fund",72.81
561,nmurreyfk@yahoo.co.jp,227.200.160.196,Rupiah,Alphabet Inc.,94.48
562,rhouseleefl@histats.com,94.245.199.126,Rupiah,"Amicus Therapeutics",41.52
563,sbennedsenfm@about.me,197.147.96.4,Yuan Renminbi,Nevro Corp.,22.50
564,jdorringtonfn@sakura.ne.jp,182.220.110.143,Real,Neogen Corporation,53.39
565,gthorleyfo@nba.com,101.121.17.172,Peso,Pan American Silver Corp.,23.95
566,amagillfp@businessinsider.com,164.46.68.169,Zloty,"PNC Financial Services Group (The)",62.26
567,pmartignonfq@newyorker.com,212.239.163.62,Balboa,"Urban Outfitters",27.53
568,amalbonfr@twitter.com,140.19.152.140,Dollar,"Famous Dave's of America",49.65
569,lrealfs@harvard.edu,228.160.211.242,Peso,"Wolverine World Wide",74.20
570,jphlippsenft@tumblr.com,176.203.115.191,Rupiah,Bio-Techne Corp,47.26
571,nvillarfu@over-blog.com,181.66.103.153,Manat,Chemed Corp.,16.25
572,emacknielyfv@umn.edu,24.25.206.149,Won,"Tivity Health",21.62
573,sromandfw@omniture.com,201.125.16.201,Sol,"Ocean Power Technologies",76.31
574,cmunciefx@cargocollective.com,122.193.106.235,Yuan Renminbi,Intrexon Corporation,35.19
575,tbednallfy@nymag.com,190.198.228.190,Ruble,Genesco Inc.,24.65
576,bdsouzafz@smugmug.com,158.180.110.42,Euro,"ARC Document Solutions",0.03
577,fhulattg0@narod.ru,203.39.179.25,Yuan Renminbi,Western Asset Variable Rate Strategic Fund Inc.,39.32
578,thawkshawg1@flickr.com,26.36.123.17,Yuan Renminbi,Chesapeake Energy Corporation,66.62
579,crandlesong2@odnoklassniki.ru,120.67.11.227,Rupiah,AllianzGI Convertible & Income Fund,28.50
580,ejeanesg3@delicious.com,190.25.221.129,Yuan Renminbi,"Team",54.13
581,ehabardg4@mediafire.com,178.86.182.195,Lari,Nuveen Energy MLP Total Return Fund,85.83
582,sduplantierg5@cisco.com,221.223.161.119,Sol,Diffusion Pharmaceuticals Inc.,30.19
583,npersseg6@arizona.edu,97.239.28.254,Dinar,Container Store (The),75.62
584,reasthopeg7@omniture.com,189.225.215.223,Rupiah,PPL Corporation,35.73
585,vtregearg8@dot.gov,55.255.229.194,Euro,MTGE Investment Corp.,32.27
586,mreddg9@blogspot.com,204.190.197.23,Yuan Renminbi,Brookfield Canada Office Properties,21.53
587,vmacskeaghanga@yahoo.co.jp,211.130.242.99,Peso,"TRC Companies",64.69
588,owalewskigb@yale.edu,219.56.109.105,Dollar,"Maxwell Technologies",75.15
589,btrazzigc@fda.gov,222.254.105.116,Rupiah,BP p.l.c.,29.55
590,mdearlegd@webmd.com,248.140.218.51,Ruble,"Perficient",24.05
591,gdeacockge@sbwire.com,52.138.75.191,Yuan Renminbi,Zions Bancorporation,78.34
592,fgathgf@ameblo.jp,158.95.111.130,Yuan Renminbi,Harris Corporation,87.82
593,wgodbygg@yahoo.com,35.183.222.244,Naira,Apollo Investment Corporation,66.03
594,ggregorygh@bluehost.com,186.50.201.76,Peso,"Pain Therapeutics",99.78
595,cdampgi@wix.com,94.253.170.166,Taka,Walt Disney Company (The),65.99
596,lyessongj@msu.edu,9.125.119.186,Yuan Renminbi,Sify Technologies Limited,29.33
597,rhartwrightgk@howstuffworks.com,168.0.206.60,Peso,Arch Capital Group Ltd.,20.12
598,tgannangl@squarespace.com,124.0.111.252,Peso,Northern Technologies International Corporation,94.86
599,abiaggelligm@51.la,110.33.101.47,Yuan Renminbi,DragonWave Inc,33.42
600,pcovertgn@issuu.com,151.248.208.253,Euro,NCR Corporation,29.23
601,bdudgeongo@microsoft.com,73.103.233.174,Yen,Lexington Realty Trust,46.31
602,ibenzgp@123-reg.co.uk,52.254.130.58,Rupiah,Norbord Inc.,71.25
603,jattargegq@csmonitor.com,71.111.31.179,Ringgit,Steel Partners Holdings LP,63.49
604,aharesgr@exblog.jp,32.110.74.11,Ruble,Saratoga Investment Corp,60.45
605,nscheffelgs@slashdot.org,179.231.49.82,Peso,Differential Brands Group Inc.,46.83
606,mfretsongt@theatlantic.com,55.149.250.101,Pound,"MBIA",0.60
607,emeekingu@msn.com,191.88.186.94,Yuan Renminbi,"Albireo Pharma",25.20
608,fburragegv@g.co,83.184.135.62,Rupiah,"Popular",70.17
609,hvanleeuwengw@1und1.de,184.178.221.163,Peso,DAVIDsTEA Inc.,63.22
610,kmatelyunasgx@goodreads.com,158.253.185.197,Kwacha,"Validus Holdings",57.74
